PlaceName,StateAbbr,CDCHI,domain_cardio,domain_resp,domain_behav
Deltona,FL,49.10701319804767,0.07328198853477254,0.7994728624471381,0.3081615371596095
Las Vegas,NV,49.03343605668217,0.06393876778123316,0.734326768701446,0.3724895493069976
Killeen,TX,48.85387913864922,0.8981063987044019,-0.11257244999255629,0.360423596705411
Worcester,MA,48.793367420768064,0.13969343030810125,0.7994728624471381,0.1984343384110902
McAllen,TX,48.62761433906509,0.9824514989689929,-0.6337411999580957,0.765999157699943
Racine,WI,48.50443841195186,0.7615608999795888,0.017719737498828707,0.31841772292400805
Topeka,KS,48.44898642069095,0.4921688426814703,0.6040345812100609,-0.006163208923363389
Odessa,TX,48.36855865927124,0.5924722235247123,-0.11257244999255629,0.5990330406033554
Lowell,MA,48.360375417438064,-0.2401610404434059,0.7994728624471381,0.5184908531654918
Orlando,FL,48.25598096813085,0.263457504296327,0.47374239371867594,0.3261854792872727
Abilene,TX,47.94943984870915,0.39966837283809126,0.2783041124815987,0.34307831714169335
Atlanta,GA,47.88204368796751,0.9673294278880208,0.1480119249902137,-0.10359823421564757
El Paso,TX,47.76191678987608,1.0106194167915155,-0.698887293703788,0.6834209825702432
Peoria,IL,47.62441090886179,0.46278478856544986,0.34345020622729094,0.16992798966438027
Mesquite,TX,47.47586600516503,0.39986443517616194,0.21315801873590592,0.34262587543239664
West Palm Beach,FL,47.45160093133536,0.24316772419478153,0.47374239371867594,0.23538710608501093
Richmond,CA,47.38617881529566,0.5469739010401127,-0.24286463748394072,0.6391529002423548
Southfield,MI,47.372525462890636,1.1948998567007807,0.017719737498828707,-0.27124301387618077
Jacksonville,NC,47.26701458745247,0.5781308121273767,0.34345020622729094,0.0052240811142773725
Corpus Christi,TX,47.14489949971865,0.8495862839120681,-0.4383029187210185,0.49865714420064056
Hawthorne,CA,47.10738170246139,0.4712050959538714,-0.3080107312296335,0.7415647843369063
San Angelo,TX,47.03703725525052,0.4984245768734341,0.017719737498828707,0.3788999805423715
Boynton Beach,FL,47.000902453116005,0.058939244430911496,0.6691806749557532,0.1619340124464668
Bakersfield,CA,46.98682827389461,0.20281804579620824,0.0828658312445215,0.6024263534230829
Palm Bay,FL,46.793758682621686,-0.16465399194907673,0.8646189561928304,0.1614815707371698
Chicago,IL,46.69355896153469,0.4599403059443125,-0.11257244999255629,0.5002406901831802
Modesto,CA,46.67430429293229,-0.03795647451015257,0.34345020622729094,0.5394556664035856
Pittsburgh,PA,46.66669222061308,0.3566246652606094,0.40859629997298375,0.07867717475282149
Wichita,KS,46.65189094430221,0.513465886885593,0.34345020622729094,-0.015062069559870883
Garland,TX,46.48954849172302,0.32175959383763625,0.017719737498828707,0.47995453950903155
San Antonio,TX,46.32955770540078,0.7380285697821384,-0.5034490124667107,0.5627589354933802
Gainesville,FL,46.307690523662394,0.07143431329334197,0.734326768701446,-0.011442535885494778
Ontario,CA,46.28465641150787,0.07956693210108114,-0.11257244999255629,0.824142959466606
Oxnard,CA,46.178971212040274,0.1708818077318328,-0.3731568249753257,0.9788169031069589
Tucson,AZ,46.14039968156156,-0.06252753514664904,0.734326768701446,0.09941576713626707
Norman,OK,46.0203553035066,0.27948147912881977,0.2783041124815987,0.19685079242855097
Nampa,ID,45.98600371300362,0.18772159442093295,0.34345020622729094,0.21872048908523878
Bethlehem,PA,45.9663157524953,0.4114356664178774,0.1480119249902137,0.18772571093739496
Newport News,VA,45.93733476886069,0.5545656828869333,0.1480119249902137,0.04059330280565855
Fayetteville,AR,45.7943584215489,0.032406539990251414,0.5388884874643681,0.15213026839136562
Greensboro,NC,45.58485057422017,0.6217449744910499,0.2783041124815987,-0.20555767660090196
Escondido,CA,45.45955886071211,-0.30609365367315444,0.34345020622729094,0.6398315628063
Phoenix,AZ,45.41702293832514,-0.1038667454197791,0.5388884874643681,0.23629198950360528
Riverside,CA,45.30320189487929,0.1001421438211859,-0.047426356246863505,0.6028787951323797
Grand Prairie,TX,45.20678385687184,0.5051992141571218,-0.1777185437382485,0.31479818924963165
Largo,FL,45.07509724412652,-0.29504819257738657,0.9949111436842154,-0.07577054803288288
Sterling Heights,MI,44.856130965259254,-0.0065601491510989636,0.734326768701446,-0.1339143497995459
Irving,TX,44.80101748998423,0.27279119258259227,-0.047426356246863505,0.36087603841470833
Joliet,IL,44.734985230042014,0.40009564968720407,-0.047426356246863505,0.22445225775666683
Bloomington,IN,44.68005012909004,-0.0044940692514751635,0.6691806749557532,-0.09515181528843711
Fontana,CA,44.5290279157808,0.10540701343206797,-0.24286463748394072,0.6861356328260253
Baldwin Park,CA,44.517223572736796,0.11145254272658627,-0.7640333874494808,1.1996286257318882
Glendale,AZ,44.394574855904025,-0.21828759865446548,0.6040345812100609,0.14436251202810066
Aurora,IL,44.040203712579796,0.2036807992551822,-0.11257244999255629,0.3900610497253638
Amarillo,TX,43.754393164253116,0.17350788569477701,0.017719737498828707,0.2504701771022435
Lubbock,TX,43.723891420374656,0.3738588335879746,-0.1777185437382485,0.24134509561108786
Sioux City,IA,43.723681032035365,0.24294572986794036,0.017719737498828707,0.17679086260905086
Kennewick,WA,43.216402842857555,-0.11450819624215385,0.47374239371867594,0.008164952224708283
St. Petersburg,FL,43.20310908524099,0.021158149502188733,0.6040345812100609,-0.2596295029838915
Port St. Lucie,FL,43.167647264302786,-0.19406858814596764,0.6040345812100609,-0.04930018697800952
Sacramento,CA,43.09937387981622,0.07874886328235084,0.017719737498828707,0.2547683733405655
Visalia,CA,42.88363844315397,-0.1443947539284022,0.0828658312445215,0.38297195592604466
Avondale,AZ,42.84886241187962,-0.03048460402469118,0.1480119249902137,0.19911300097503606
Suffolk,VA,42.839867357191004,0.3957710172185336,0.017719737498828707,-0.09809268639886803
Clearwater,FL,42.832931913989924,-0.18704039403111597,0.6691806749557532,-0.16770002550838753
New York,NY,42.760454073811886,-0.05368681796333765,-0.1777185437382485,0.5358361327292095
Fort Lauderdale,FL,42.747043439749454,-0.08513695197898187,0.47374239371867594,-0.08602673379728143
Apple Valley,CA,42.63465184860274,-0.30353326996405156,0.40859629997298375,0.18199394226596688
Tacoma,WA,42.6085600319095,0.1263192084651996,0.2783041124815987,-0.12116973463401376
Springfield,IL,42.55559696866014,0.18813606141719755,0.1480119249902137,-0.060008814451704764
Concord,NC,42.42638207932233,0.03655284234887198,0.40859629997298375,-0.18685507190929293
Everett,WA,42.3641310362436,0.11844107074422176,0.34345020622729094,-0.21219432869092436
Palm Coast,FL,42.09159625779447,-0.37109515377703683,0.6691806749557532,-0.08602673379728143
Bellflower,CA,42.05441870090219,-0.03341938018191452,-0.3080107312296335,0.5483545270400927
Parma,OH,42.02659636670125,-0.3914250084267262,0.8646189561928304,-0.27011190960293824
Durham,NC,41.98884764347869,0.4971568888854687,-0.047426356246863505,-0.25186174662062655
Medford,OR,41.93625806876087,-0.2922930792367378,0.40859629997298375,0.07430273120928443
Arlington,TX,41.84997336237027,0.3716965173536395,-0.1777185437382485,-0.015288290414519401
Vista,CA,41.75935066065471,-0.37370842188713227,0.1480119249902137,0.39187081656255185
Ogden,UT,41.661231621950364,0.3350271226229549,-0.4383029187210185,0.25589947761380805
Waterloo,IA,41.45877785534343,0.22306088429538604,0.017719737498828707,-0.11611662852653087
Turlock,CA,41.376387405186605,-0.27101837735273643,0.1480119249902137,0.23629198950360528
Spokane,WA,41.09459009394464,-0.05815821803773441,0.40859629997298375,-0.2760698991290155
Los Angeles,CA,40.74827529610993,-0.09413273269662299,-0.3731568249753257,0.4938302589478062
Jersey City,NJ,40.682804567563814,-0.025788856493475325,-0.3080107312296335,0.35129851521425537
Wilmington,NC,40.60699465414998,0.11655824332982108,0.2783041124815987,-0.387833085569371
Kenosha,WI,40.39784407149149,0.2323124788063137,-0.1777185437382485,-0.07644921059682872
Tallahassee,FL,40.275978258129754,-0.020181060770941023,0.2783041124815987,-0.29680849151246075
Manchester,NH,40.08748042488339,-0.24224351986452644,0.5388884874643681,-0.361362724514497
Des Moines,IA,39.857079451671595,0.14127709199549612,-0.11257244999255629,-0.12524171001768689
Antioch,CA,39.845636228975,-0.00806171706315606,-0.24286463748394072,0.15280893095531078
Melbourne,FL,39.48724279502095,-0.5276135346483682,0.6040345812100609,-0.22403406043786214
Manteca,CA,39.480608844766074,-0.21568847310374398,-0.11257244999255629,0.1797317337194818
Hollywood,FL,39.451260759921894,-0.2875681223311768,0.1480119249902137,-0.013026081868034322
Green Bay,WI,39.37714002430808,0.017304145816350563,-0.11257244999255629,-0.06755034996032122
Salem,OR,39.34652301787453,0.07146946546631275,0.017719737498828707,-0.2562361901641639
Elgin,IL,39.24684006764582,-0.07069797154040931,-0.24286463748394072,0.13274900113581137
Yonkers,NY,39.21339837469343,-0.07404588198737196,-0.3080107312296335,0.19662457157390245
Redding,CA,39.160850027430385,-0.6303810628660016,0.6040345812100609,-0.16634270038049612
Boston,MA,39.07074805936997,-0.21445593728874937,0.2783041124815987,-0.2689808053296957
Pueblo,CO,38.72268781814185,-0.09867802678560918,-0.3080107312296335,0.15348759351925667
Sunrise,FL,38.512779345872225,-0.1488767068935247,0.017719737498828707,-0.15103340850861505
Vallejo,CA,38.354745291698954,-0.028012256889551418,-0.3731568249753257,0.09715355858978202
Reno,NV,37.896555419601896,-0.7782019044910998,0.6691806749557532,-0.2582721778560005
Mesa,AZ,37.8196785168103,-0.4901506703811986,0.40859629997298375,-0.2963560498031634
Gresham,OR,37.72017885110145,-0.49593218612168233,0.21315801873590592,-0.10887756117777897
Oakland,CA,37.64350763827164,-0.14434781232603472,-0.4383029187210185,0.18041039628342734
Long Beach,CA,37.55213701648896,-0.21307428073805093,-0.4383029187210185,0.2365182103582535
Chesapeake,VA,37.46369830328241,0.2806976154223176,-0.24286463748394072,-0.46490571288229093
West Valley City,UT,37.37908520526635,-0.16292848503112803,-0.5034490124667107,0.22761934972174624
Charlotte,NC,37.33650309449961,0.20357769586624808,-0.11257244999255629,-0.5356441562650529
Vancouver,WA,36.813385748578774,-0.2597171024636817,0.1480119249902137,-0.4051783651330887
Sparks,NV,36.73283108927033,-0.8550682672160059,0.6040345812100609,-0.27697478254760916
Norwalk,CA,36.667723782331336,-0.19139464432505884,-0.8291794811951729,0.4835740731834076
Las Cruces,NM,36.56242221905206,-0.15064228835961693,-0.3080107312296335,-0.09288960674195204
Denton,TX,36.53911021309642,-0.09599680745954982,-0.1777185437382485,-0.2810467579312823
Midland,TX,36.51828960307572,0.17383072644843015,-0.568595106212403,-0.1628731402555528
Citrus Heights,CA,36.496250188959316,-0.4877394074077998,0.21315801873590592,-0.2860998640387652
Chico,CA,36.48209129774853,-0.4243224932469101,0.1480119249902137,-0.28632608489341366
Auburn,WA,35.826402361144744,-0.5359800333801997,0.21315801873590592,-0.33036794636665356
Cheyenne,WY,35.52359307952411,-0.4505241571731688,0.0828658312445215,-0.32735082795100756
Kent,WA,35.44250203799077,-0.4298340526347329,0.017719737498828707,-0.29409384125667837
Spokane Valley,WA,35.43724967655603,-0.29373581994917725,0.1480119249902137,-0.5612096339013326
Anaheim,CA,35.42434538956228,-0.5592798163600827,-0.5034490124667107,0.3540131654700374
Cape Coral,FL,35.24866311161893,-0.6420649299639254,0.34345020622729094,-0.4343633764437441
Fairfield,CA,35.21572432761289,-0.24184319542763585,-0.3731568249753257,-0.12252705976190481
Columbia,MO,35.12291677962479,-0.34237318068981937,0.017719737498828707,-0.4256907366618854
Broken Arrow,OK,35.069751491021314,-0.23549809195518354,-0.1777185437382485,-0.3444698866600767
Asheville,NC,34.81953999315814,-0.20086423504325282,0.017719737498828707,-0.6090972499035971
Menifee,CA,34.80809931937494,-0.42843005376391236,-0.24286463748394072,-0.12252705976190481
Westminster,CA,34.705504575492846,-0.7942997733381821,-0.5034490124667107,0.48975828356413303
Garden Grove,CA,34.02167945429559,-0.7221725100782111,-0.6337411999580957,0.45348417845415817
Davenport,IA,33.921525067103794,-0.040654093357708886,-0.4383029187210185,-0.4373042475541751
Tracy,CA,33.80524241116592,-0.32241905119477604,-0.568595106212403,-0.04130620976009606
Bolingbrook,IL,32.83508227491893,0.09853388285154559,-0.7640333874494808,-0.40080392158955136
Champaign,IL,32.52239797171448,-0.1980575700081362,-0.4383029187210185,-0.4731259109548529
Omaha,NE,32.37903869223278,-0.16301877856721403,-0.3731568249753257,-0.5931092954677705
Bellingham,WA,32.360473612820925,-0.5155844844766693,0.017719737498828707,-0.6339840649759308
Miramar,FL,32.26549713678691,0.07371746514463372,-0.7640333874494808,-0.45464952711789275
Cranston,RI,32.15609407907186,-0.47826940823867864,-0.3731568249753257,-0.30864822325939856
Napa,CA,32.14604747855874,-0.6680928738722347,-0.24286463748394072,-0.2505044214927355
Oceanside,CA,32.032323638722474,-0.6729505519920034,-0.3080107312296335,-0.19620637425509743
Nashua,NH,32.02651999736616,-0.466834487879819,0.017719737498828707,-0.7288544135618661
Charleston,SC,31.931644804902827,-0.015607481563206904,-0.3731568249753257,-0.8023075072004102
